title,comment,link
"preço salgado, console top.,rencomendo, desde que pelo valor oficial.,excelente, mas poderia ter mais espaço no hd","Depois de 10 anos sem estar por dentro do mundo dos consoles, voltei, adquiri esta bela máquina. Não tem muito o que dizer. É um produto top de linha, combinando perfeitamente com uma tv 4k! eu uso uma c1 oled de 48 polegadas e os jogos que possuem compatibilidade com 120 htz o console empurra de boa. Gráficos bonitos e jogabilidade ok. 
Não recomendo comprar pelo mercado livre se estiver com o orçamento apertado, pois em outras plataformas vc consegue um valor mais acessível.,Há 10 meses,Denunciar,Extraordinário, lindo, silencioso. Me surpreendeu o seu tamanho gigante (mesmo eu já tendo visto vários vídeos sobre o videogame). Seu branco me surpreendeu também (está mais pra branco gelo do que branco neve). Seu controle é lindo e suas novidades são muito legais. Porém, recomendo desabilitar a resistência do gatilho r2 para conservar o controle por mais tempo.,Há 11 meses,Denunciar,Excelente! como ja era de se imaginar o video game é excelente! no entanto, a capcidade de armazenamento é pequena. Na pratica os 850 gb vira uns 650 gb. Vi videos no youtube falando ser possivel instalar qte 12 jogos de 50gb. Mas existem jogos de 100gb e 200 gb como call of duty. Entao se prepare para instalar entre 6 a 8 jogos. Ai existem duas opcoes partir para um hd externo (na faixa de uns 500 reais) mas toda vez que for jogar precisa colocar o jogo na memoria interna do ps5, ou expandir a memória interna (na faixa de r$ 2. 000,00). A falta de espaco no hd nao seria um grande problema se tivéssemos internet mais rápida. Mas independente disso, o video game é muito legal, rápido, com gráficos bem legais, e vai dar muita diversão!.,Há 4 meses,Denunciar",
